date,name,level,namelog,message
28-10-2018 14:43:06.658,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 14:48:06.659,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 14:53:06.663,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 14:58:06.668,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 15:03:06.668,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 15:08:06.672,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 15:13:06.672,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 15:18:06.680,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 15:23:06.681,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 15:28:06.682,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 15:33:06.684,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 15:38:06.685,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 15:43:06.685,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 15:48:06.686,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 15:53:06.687,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 15:58:06.689,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 16:03:06.690,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 16:08:06.691,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 16:13:06.692,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 16:18:06.693,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 16:23:06.694,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 16:28:06.695,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 16:33:06.700,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 16:38:06.701,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 16:43:06.702,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 16:48:06.703,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 16:53:06.704,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 16:58:06.704,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 17:03:06.705,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 17:08:06.706,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 17:13:06.707,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 17:18:06.708,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 17:23:06.709,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 17:28:06.710,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 17:33:06.711,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 17:38:06.715,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 17:43:06.716,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 17:48:06.720,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 17:53:06.721,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 17:58:06.722,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 18:03:06.724,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 18:08:06.725,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 18:13:06.726,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 18:18:06.727,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 18:23:06.728,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 18:28:06.729,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 18:33:06.730,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 18:38:06.732,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 18:43:06.733,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 18:48:06.736,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 18:53:06.737,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 18:58:06.740,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 19:03:06.740,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 19:08:06.744,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 19:13:06.744,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 19:18:06.745,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 19:23:06.746,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 19:28:06.747,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 19:33:06.748,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 19:38:06.749,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 19:43:06.750,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 19:48:06.752,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 19:53:06.753,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 19:58:06.755,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 20:03:06.755,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 20:08:06.756,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 20:13:06.757,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 20:18:06.758,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 20:23:06.760,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 20:28:06.768,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 20:33:06.772,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 20:38:06.774,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 20:43:06.775,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 20:48:06.775,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 20:53:06.776,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 20:58:06.777,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 21:03:06.777,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 21:08:06.779,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 21:13:06.780,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 21:18:06.781,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 21:23:06.784,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 21:28:06.785,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 21:33:06.785,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 21:38:06.786,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 21:43:06.788,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 21:48:06.789,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 21:53:06.792,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 21:58:06.792,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 22:03:06.793,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 22:08:06.796,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 22:13:06.797,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 22:18:06.798,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 22:23:06.799,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 22:28:06.800,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 22:33:06.801,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 22:38:06.804,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 22:43:06.805,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 22:48:06.806,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 22:53:06.807,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 22:58:06.809,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 23:03:06.810,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 23:08:06.812,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 23:13:06.812,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 23:18:06.814,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 23:23:06.815,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 23:28:06.816,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 23:33:06.818,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 23:38:06.820,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 23:43:06.823,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 23:48:06.828,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 23:53:06.832,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
28-10-2018 23:58:06.833,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
date,name,level,namelog,message
23-10-2018 00:04:09.754,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 00:04:50.624,MessageBroker-1,INFO,o.s.w.s.c.WebSocketMessageBrokerStats,WebSocketSession[0 current WS(0)-HttpStream(0)-HttpPoll(0), 0 total, 0 closed abnormally (0 connect failure, 0 send limit, 0 transport error)], stompSubProtocol[processed CONNECT(0)-CONNECTED(0)-DISCONNECT(0)], stompBrokerRelay[null], inboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], outboundChannelpool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], sockJsScheduler[pool size = 8, active threads = 1, queued tasks = 0, completed tasks = 508],
23-10-2018 00:09:09.814,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 00:14:09.815,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 00:19:09.816,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 00:24:09.818,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 00:29:09.819,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 00:34:09.820,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 00:34:50.624,MessageBroker-1,INFO,o.s.w.s.c.WebSocketMessageBrokerStats,WebSocketSession[0 current WS(0)-HttpStream(0)-HttpPoll(0), 0 total, 0 closed abnormally (0 connect failure, 0 send limit, 0 transport error)], stompSubProtocol[processed CONNECT(0)-CONNECTED(0)-DISCONNECT(0)], stompBrokerRelay[null], inboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], outboundChannelpool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], sockJsScheduler[pool size = 8, active threads = 1, queued tasks = 0, completed tasks = 509],
23-10-2018 00:39:09.822,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 00:44:09.823,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 00:49:09.824,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 00:54:09.825,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 00:59:09.826,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 01:04:09.828,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 01:04:50.624,MessageBroker-1,INFO,o.s.w.s.c.WebSocketMessageBrokerStats,WebSocketSession[0 current WS(0)-HttpStream(0)-HttpPoll(0), 0 total, 0 closed abnormally (0 connect failure, 0 send limit, 0 transport error)], stompSubProtocol[processed CONNECT(0)-CONNECTED(0)-DISCONNECT(0)], stompBrokerRelay[null], inboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], outboundChannelpool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], sockJsScheduler[pool size = 8, active threads = 1, queued tasks = 0, completed tasks = 510],
23-10-2018 01:09:09.830,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 01:14:09.831,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 01:19:09.833,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 01:24:09.834,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 01:29:09.835,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 01:34:09.837,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 01:34:50.624,MessageBroker-1,INFO,o.s.w.s.c.WebSocketMessageBrokerStats,WebSocketSession[0 current WS(0)-HttpStream(0)-HttpPoll(0), 0 total, 0 closed abnormally (0 connect failure, 0 send limit, 0 transport error)], stompSubProtocol[processed CONNECT(0)-CONNECTED(0)-DISCONNECT(0)], stompBrokerRelay[null], inboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], outboundChannelpool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], sockJsScheduler[pool size = 8, active threads = 1, queued tasks = 0, completed tasks = 511],
23-10-2018 01:39:09.838,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 01:44:09.839,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 01:49:09.842,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 01:54:09.843,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 01:59:09.844,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 02:04:09.845,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 02:04:50.624,MessageBroker-1,INFO,o.s.w.s.c.WebSocketMessageBrokerStats,WebSocketSession[0 current WS(0)-HttpStream(0)-HttpPoll(0), 0 total, 0 closed abnormally (0 connect failure, 0 send limit, 0 transport error)], stompSubProtocol[processed CONNECT(0)-CONNECTED(0)-DISCONNECT(0)], stompBrokerRelay[null], inboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], outboundChannelpool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], sockJsScheduler[pool size = 8, active threads = 1, queued tasks = 0, completed tasks = 512],
23-10-2018 02:09:09.846,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 02:14:09.847,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 02:19:09.849,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 02:24:09.850,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 02:29:09.852,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 02:34:09.853,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 02:34:50.624,MessageBroker-1,INFO,o.s.w.s.c.WebSocketMessageBrokerStats,WebSocketSession[0 current WS(0)-HttpStream(0)-HttpPoll(0), 0 total, 0 closed abnormally (0 connect failure, 0 send limit, 0 transport error)], stompSubProtocol[processed CONNECT(0)-CONNECTED(0)-DISCONNECT(0)], stompBrokerRelay[null], inboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], outboundChannelpool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], sockJsScheduler[pool size = 8, active threads = 1, queued tasks = 0, completed tasks = 513],
23-10-2018 02:39:09.854,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 02:44:09.856,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 02:49:09.857,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 02:54:09.858,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 02:59:09.859,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 03:04:09.861,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
23-10-2018 03:04:50.624,MessageBroker-1,INFO,o.s.w.s.c.WebSocketMessageBrokerStats,WebSocketSession[0 current WS(0)-HttpStream(0)-HttpPoll(0), 0 total, 0 closed abnormally (0 connect failure, 0 send limit, 0 transport error)], stompSubProtocol[processed CONNECT(0)-CONNECTED(0)-DISCONNECT(0)], stompBrokerRelay[null], inboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], outboundChannelpool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], sockJsScheduler[pool size = 8, active threads = 1, queued tasks = 0, completed tasks = 514],
23-10-2018 03:09:09.862,AsyncResolver-bootstrap-executor-0,INFO,c.n.d.s.r.aws.ConfigClusterResolver,Resolving eureka endpoints via configuration,
